,Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
272,Cacaoyere (Ecuatoriana),Bolivar,2008,82.0,Ecuador,50.0,Forastero (Arriba),Ecuador,102500.0
273,Cacaoyere (Ecuatoriana),Pichincha,2008,91.0,Ecuador,30.0,Forastero (Arriba),Ecuador,68250.0
274,Callebaut,Baking,2007,70.0,Belgium,20.0,Blend,Ecuador,35000.0
275,C-Amaro,Cuba,2014,75.0,Italy,50.0,Blend,Cuba,93750.0
276,C-Amaro,Dominican Republic,2014,72.0,Italy,60.0,Blend,Dominican Republic,108000.0
277,C-Amaro,"Lago di Como, Blu",2014,70.0,Italy,70.0,Blend,Other,122500.0
278,C-Amaro,Ecuador,2013,100.0,Italy,70.0,Blend,Ecuador,175000.0
279,C-Amaro,Venezuela,2012,80.0,Italy,60.0,Blend,Venezuela,120000.0
280,C-Amaro,Sao Tome,2011,78.0,Italy,45.0,Forastero,Sao Tome,87750.0
281,C-Amaro,Trinidad,2011,70.0,Italy,50.0,Trinitario,Trinidad,96250.00000000001
282,Cao,Porcelana,2016,75.0,U.S.A.,50.0,Criollo,Venezuela,93750.0
283,Cao,Tanzania,2016,73.0,U.S.A.,55.0,Blend,Tanzania,100375.0
284,Cao,"Porcelana, Batch 5163",2016,70.0,U.S.A.,60.0,Criollo,Venezuela,105000.0
285,Cao,Bolivia,2016,75.0,U.S.A.,60.0,Blend,Bolivia,112500.0
286,Cao,Brazil,2016,70.0,U.S.A.,65.0,Trinitario,Brazil,125125.00000000001
287,Caoni (Tulicorp),Esmeraldas,2008,77.0,Ecuador,40.0,Forastero (Arriba),Ecuador,77000.0
288,Caoni (Tulicorp),Manabi,2008,77.0,Ecuador,50.0,Forastero (Arriba),Ecuador,96250.0
289,Caoni (Tulicorp),Los Rios,2008,77.0,Ecuador,55.0,Forastero (Arriba),Ecuador,105875.0
290,Captain Pembleton,"Saidor Estate, Madang P.",2014,70.0,New Zealand,70.0,Trinitario,Papua New Guinea,134750.0
291,Captain Pembleton,Kulili Estate,2014,70.0,New Zealand,75.0,Blend,Papua New Guinea,131250.0
292,Caribeans,"Antigua, Special Reserve",2015,72.0,Costa Rica,70.0,Blend,Guatemala,126000.0
293,Caribeans,"Talamanca, Raul-Kekoldo community",2015,72.0,Costa Rica,65.0,Blend,Costa Rica,117000.0
294,Caribeans,Anselmo Paraiso Estate,2015,72.0,Costa Rica,70.0,Blend,Costa Rica,126000.0
295,Caribeans,Costa Rica,2012,72.0,Costa Rica,60.0,Forastero,Costa Rica,108000.0
296,Caribeans,Costa Rica,2012,80.0,Costa Rica,55.0,Forastero,Costa Rica,110000.0
297,Castronovo,"Maya Mtn, Batch 454, Heirloom",2016,72.0,U.S.A.,80.0,Trinitario,Belize,158400.0
298,Castronovo,"the lost city, gracias a dias, batch 362",2015,72.0,U.S.A.,70.0,Trinitario,Honduras,138600.0
299,Castronovo,"Duarte, Batch 360",2015,70.0,U.S.A.,75.0,"Criollo, Trinitario",Domincan Republic,144375.0
300,Castronovo,"Piaroa, Amazonas, Batch 350",2015,72.0,U.S.A.,70.0,Blend,Venezuela,126000.0
301,Castronovo,Sierra Nevada,2014,72.0,U.S.A.,70.0,"Criollo, Trinitario",Colombia,138600.0
302,Castronovo,Arauca,2014,76.0,U.S.A.,70.0,"Criollo, Trinitario",Colombia,146300.0
303,Castronovo,Elvesia P.,2014,70.0,U.S.A.,55.0,Trinitario,Dominican Republic,105875.00000000001
304,Castronovo,Bolivia,2013,70.0,U.S.A.,60.0,Trinitario,Bolivia,115500.00000000001
305,Castronovo,Conacado,2013,73.0,U.S.A.,70.0,Trinitario,Dominican Republic,140525.0
306,Castronovo,San Martin,2013,70.0,U.S.A.,50.0,Criollo,Peru,87500.0
307,Castronovo,"Guaniamo, Amazonas",2013,70.0,U.S.A.,65.0,Blend,Venezuela,113750.0
308,Castronovo,Nicaragua,2013,72.0,U.S.A.,65.0,Trinitario,Nicaragua,128700.00000000001
309,Castronovo,Tumbes,2013,70.0,U.S.A.,55.0,Criollo,Peru,96250.0
310,Castronovo,Guaniamo,2013,72.0,U.S.A.,60.0,Blend,Venezuela,108000.0
311,Cello,Ecuador,2014,70.0,U.S.A.,50.0,Blend,Ecuador,87500.0
312,Cello,Peru,2014,70.0,U.S.A.,55.0,Blend,Peru,96250.0
313,Cello,Venezuela,2014,70.0,U.S.A.,55.0,Blend,Venezuela,96250.0
314,Cello,Bolivia,2014,70.0,U.S.A.,60.0,Blend,Bolivia,105000.0
315,Cemoi,Equateur,2009,72.0,France,55.0,Blend,Ecuador,99000.0
316,Chaleur B,Uganda,2014,70.0,Canada,55.0,Forastero,Uganda,96250.0
317,Charm School,Maya Mtn,2016,70.0,U.S.A.,65.0,Blend,Belize,113750.0
318,Chchukululu (Tulicorp),Los Rios,2008,75.0,Ecuador,60.0,Forastero (Arriba),Ecuador,112500.0
319,Chequessett,la Amistad,2014,70.0,U.S.A.,70.0,Blend,Costa Rica,122500.0
320,Chloe Chocolat,Blend No. 1,2011,70.0,France,70.0,Blend,Other,122500.0
321,Chocablog,Ecuador,2015,70.0,U.K.,65.0,Blend,Ecuador,113750.0
322,Choco Del Sol,Maya Mountain w/ nibs,2014,75.0,Germany,60.0,Trinitario,Belize,123750.00000000001
323,Choco Del Sol,Maya Mountain,2014,82.0,Germany,65.0,Trinitario,Belize,146575.0
324,Choco Dong,"Mekong Delta, early 2014 Harvest",2015,70.0,South Korea,55.0,Trinitario,Vietnam,105875.00000000001
325,Choco Dong,"Tawau, Oct. 2015 Harvest",2015,70.0,South Korea,70.0,Trinitario,Malaysia,134750.0
326,Chocolarder,Dominican Republic,2015,80.0,U.K.,50.0,Blend,Dominican Republic,100000.0
327,Chocola'te,Madagascar,2011,70.0,U.S.A.,75.0,Trinitario,Madagascar,144375.0
328,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",2016,90.0,U.S.A.,50.0,Blend,Peru,112500.0
329,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",2016,80.0,U.S.A.,50.0,Blend,Other,100000.0
330,Chocolate Con Amor,Wild Bolivian,2016,70.0,U.S.A.,50.0,Blend,Bolivia,87500.0
331,Chocolate Con Amor,Uganda,2016,70.0,U.S.A.,55.0,Blend,Uganda,96250.0
332,Chocolate Con Amor,Dominican Republic,2016,75.0,U.S.A.,60.0,Blend,Dominican Republic,112500.0
333,Chocolate Con Amor,Ocumare,2016,80.0,U.S.A.,60.0,Criollo (Ocumare),Venezuela,120000.0
334,Chocolate Con Amor,Ecuador,2016,70.0,U.S.A.,65.0,Blend,Ecuador,113750.0
335,Chocolate Con Amor,Nicaragua,2016,80.0,U.S.A.,55.0,Blend,Nicaragua,110000.0
336,Chocolate Conspiracy,Peru,2014,74.0,U.S.A.,55.0,Blend,Peru,101750.0
337,Chocolate Makers,Tres Hombres,2015,75.0,Amsterdam,65.0,Trinitario,Dominican Republic,134062.5
338,Chocolate Makers,"Peru, Awagum bar",2015,80.0,Amsterdam,75.0,Criollo,Peru,150000.0
339,"Chocolate Tree, The",Carenero Superior,2015,80.0,Scotland,75.0,Trinitario,Venezuela,165000.0
340,"Chocolate Tree, The",Peru,2013,70.0,Scotland,75.0,Forastero (Nacional),Peru,131250.0
341,"Chocolate Tree, The",Ecuador,2012,82.0,Scotland,50.0,Forastero (Arriba),Ecuador,102500.0
342,"Chocolate Tree, The",Madagascar,2012,72.0,Scotland,65.0,Criollo,Madagascar,117000.0
343,Chocolats Privilege,Xoconusco,2014,70.0,Canada,50.0,Criollo,Mexico,87500.0
344,ChocoReko,Patanemo,2015,77.0,Japan,60.0,Criollo,Venezuela,115500.0
345,Chocovic,Xoconusco,2010,71.0,Spain,65.0,Criollo,Mexico,115375.0
346,Chocovic,Sambirano,2010,71.0,Spain,70.0,Trinitario,Madagascar,136675.0
347,Chocovic,Tarakan,2009,75.0,Spain,65.0,Blend,Other,121875.0
348,Chocovic,Ocumare,2008,71.0,Spain,70.0,Criollo,Venezuela,124250.0
349,Chocovic,"Bolivar, Guaranda",2007,71.0,Spain,50.0,Forastero (Arriba),Ecuador,88750.0
350,Chocovic,Guyave,2007,71.0,Spain,50.0,Trinitario,Grenada,97625.00000000001
351,Chocovic,Maragda,2007,70.0,Spain,60.0,Blend,Other,105000.0
352,Chocovivo,Tabasco,2015,75.0,U.S.A.,50.0,Trinitario,Mexico,103125.00000000001
353,Choklat,Ocumare,2009,80.0,Canada,50.0,Criollo,Venezuela,100000.0
354,Choklat,"Porcelana, Tabasco",2009,70.0,Canada,55.0,Criollo,Mexico,96250.0
355,Choklat,Brazilian,2009,70.0,Canada,60.0,Blend,Brazil,105000.0
356,Choklat,Brazilian,2009,80.0,Canada,60.0,Blend,Brazil,120000.0
357,Choklat,Ocumare,2009,70.0,Canada,60.0,Criollo,Venezuela,105000.0
358,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2016,75.0,Canada,65.0,Blend,Mexico,121875.0
359,Chuao Chocolatier (Pralus),Chuao,2010,77.0,U.S.A.,55.0,Trinitario,Venezuela,116462.50000000001
360,Claudio Corallo,Terreiro Velho P.,2010,73.5,Sao Tome,75.0,Forastero,Sao Tome & Principe,137812.5
361,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,2008,80.0,Sao Tome,60.0,Forastero,Sao Tome & Principe,120000.0
362,Claudio Corallo,Terreiro Velho P.,2008,75.0,Sao Tome,80.0,Forastero,Sao Tome & Principe,150000.0
363,Claudio Corallo,Principe,2008,100.0,Sao Tome,20.0,Forastero,Sao Tome & Principe,50000.0
364,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",2015,73.0,U.S.A.,70.0,Blend,Ecuador,127750.0
365,Coleman & Davis,Sambirano,2015,75.0,U.S.A.,60.0,Trinitario,Madagascar,123750.00000000001
366,Compania de Chocolate (Salgado),Sur del Lago,2010,70.0,Argentina,65.0,Blend,Venezuela,113750.0
367,Compania de Chocolate (Salgado),Carenero Superior,2008,80.0,Argentina,55.0,Trinitario,Venezuela,121000.00000000001
368,Compania de Chocolate (Salgado),Moxos,2008,72.0,Argentina,65.0,Blend,Bolivia,117000.0
369,Compania de Chocolate (Salgado),Ocumare,2008,70.0,Argentina,75.0,Criollo,Venezuela,131250.0
370,Compania de Chocolate (Salgado),Esmeraldas,2008,88.0,Argentina,55.0,Forastero (Nacional),Ecuador,121000.0
371,Condor,Camino Verde,2015,76.0,U.S.A.,70.0,Blend,Ecuador,133000.0
372,Confluence,"Tien Giang, 2015, batch 10-2-16",2016,78.0,U.S.A.,55.0,Trinitario,Vietnam,117975.00000000001
373,Coppeneur,Ghana Puristique,2012,85.0,Germany,70.0,Forastero,Ghana,148750.0
374,Coppeneur,Ecuador Puristique,2012,100.0,Germany,30.0,Blend,Ecuador,75000.0
375,Coppeneur,Uba Budo,2012,72.0,Germany,75.0,Forastero,Sao Tome & Principe,135000.0
376,Coppeneur,Madagascar,2012,70.0,Germany,70.0,Trinitario,Madagascar,134750.0
377,Coppeneur,Grenada,2010,72.0,Germany,65.0,Trinitario,Grenada,128700.00000000001
378,Coppeneur,Chuao,2010,70.0,Germany,60.0,Trinitario,Venezuela,115500.00000000001
379,Coppeneur,"Los Rios, H. Iara",2010,72.0,Germany,50.0,Nacional,Ecuador,90000.0
380,Coppeneur,Trinidad,2010,72.0,Germany,60.0,Trinitario,Trinidad,118800.00000000001
381,Coppeneur,Jamaica,2010,72.0,Germany,65.0,Trinitario,Jamaica,128700.00000000001
382,Coppeneur,Ocumare 61,2010,72.0,Germany,65.0,Criollo (Ocumare 61),Venezuela,117000.0
383,Coppeneur,"Porcelana, Apotequil",2009,72.0,Germany,60.0,Criollo,Peru,108000.0
384,Coppeneur,Chuao 100hr,2009,70.0,Germany,70.0,"Criollo, Trinitario",Venezuela,134750.0
385,Coppeneur,Chuao 70hr,2009,70.0,Germany,75.0,"Criollo, Trinitario",Venezuela,144375.0
386,Coppeneur,"Porcelana, Tabasco, Mexico",2008,72.0,Germany,60.0,Criollo,Mexico,108000.0
387,Coppeneur,"Porcelana, Venezuela",2008,72.0,Germany,60.0,Criollo (Porcelana),Venezuela,108000.0
388,Coppeneur,"Sambirano, Menava P.",2007,72.0,Germany,60.0,Trinitario,Madagascar,118800.00000000001
389,Cote d' Or (Kraft),Sensations Intense,2006,70.0,Belgium,20.0,Blend,Other,35000.0
390,Cravve,New Ireland,2014,70.0,Australia,50.0,Forastero,Papua New Guinea,87500.0
391,Cravve,"Vanuatu, batch 2410",2014,83.0,Australia,55.0,Trinitario,Vanuatu,125537.50000000001
392,Cravve,"Tanzania, batch a1",2012,75.0,Australia,65.0,Forastero,Tanzania,121875.0
393,Cravve,Djual Island,2012,75.0,Australia,70.0,Forastero,Papua New Guinea,131250.0
394,Creo,"""heirloom"", Arriba Nacional",2016,85.0,U.S.A.,65.0,Forastero (Nacional),Ecuador,138125.0
395,Creo,"""heirloom"", Arriba Nacional",2016,73.0,U.S.A.,75.0,Forastero (Nacional),Ecuador,136875.0
396,Daintree,Goodman Estate,2015,70.0,Australia,55.0,Blend,Australia,96250.0
397,Daintree,"Daintree Estates, N. Queensland",2011,70.0,Australia,65.0,Blend,Australia,113750.0
398,Dalloway,"Dominican Republic, batch 7",2017,72.0,U.S.A.,55.0,Blend,Dominican Republic,99000.0
399,Damson,Robson Estate,2015,70.0,U.K.,60.0,Trinitario,Trinidad,115500.00000000001
400,Damson,Los Rios,2015,70.0,U.K.,70.0,Blend,Ecuador,122500.0
401,Damson,Crayfish Bay aka Non Pariel Estate,2015,70.0,U.K.,45.0,Blend,Grenada,78750.0
402,Damson,O'Payo,2015,70.0,U.K.,55.0,Blend,Nicaragua,96250.0
403,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",2016,70.0,U.S.A.,75.0,Blend,Other,131250.0
404,Dandelion,"Maya Mtn., Break Bar- Snark",2015,70.0,U.S.A.,60.0,Trinitario,Belize,115500.00000000001
405,Dandelion,Maya Mountain,2014,70.0,U.S.A.,70.0,Trinitario,Belize,134750.0
406,Dandelion,"Camino Verde P., Balao, Guayas, 2013",2014,70.0,U.S.A.,70.0,Blend,Ecuador,122500.0
407,Dandelion,Buto,2014,70.0,U.S.A.,55.0,Blend,Liberia,96250.0
408,Dandelion,"San Francisco de Macoris, Cibao region",2014,70.0,U.S.A.,75.0,Blend,Dominican Republic,131250.0
409,Dandelion,"Cumboto, farmer Jose Lugo",2013,70.0,U.S.A.,55.0,Blend,Venezuela,96250.0
410,Dandelion,Patanemo,2013,70.0,U.S.A.,65.0,Blend,Venezuela,113750.0
411,Dandelion,"Mantuano, 2012",2013,70.0,U.S.A.,70.0,Blend,Venezuela,122500.0
412,Dandelion,Papua New Guinea,2013,70.0,U.S.A.,70.0,Blend,Papua New Guinea,122500.0
413,Dandelion,Upala,2012,70.0,U.S.A.,60.0,Blend,Costa Rica,105000.0
414,Dandelion,Colombian,2012,70.0,U.S.A.,65.0,Blend,Colombia,113750.0
415,Dandelion,"Elvesia, 2011",2012,70.0,U.S.A.,75.0,Blend,Dominican Republic,131250.0
416,Dandelion,Dominican Republic,2011,70.0,U.S.A.,65.0,Blend,Dominican Republic,113750.0
417,Dandelion,Madagascar,2011,70.0,U.S.A.,65.0,Trinitario,Madagascar,125125.00000000001
418,Dandelion,Tanzania,2011,70.0,U.S.A.,65.0,Blend,Tanzania,113750.0
419,Danta,Los Ujuxtes,2014,82.0,Guatemala,65.0,Blend,Guatemala,133250.0
420,Danta,Chuao,2012,75.0,Guatemala,60.0,Trinitario,Venezuela,123750.00000000001
421,Danta,Los Ujuxtes,2012,70.0,Guatemala,75.0,Blend,Guatemala,131250.0
422,Danta,Sambirano,2012,70.0,Guatemala,75.0,Trinitario,Madagascar,144375.0
423,Danta,Las Acacias E.,2012,70.0,Guatemala,80.0,Criollo,Guatemala,140000.0
424,Danta,"Oscuro, Finca Chimelb",2012,70.0,Guatemala,65.0,Blend,Guatemala,113750.0
425,Danta,Las Acacias E.,2009,75.0,Guatemala,60.0,Criollo,Guatemala,112500.0
426,DAR,"Venezuela, batch 122",2016,72.0,U.S.A.,55.0,Blend,Venezuela,99000.0
427,DAR,Vietnam,2016,72.0,U.S.A.,60.0,Trinitario,Vietnam,118800.00000000001
428,DAR,"DUO, batch 002",2016,70.0,U.S.A.,65.0,Blend,"Ecuador, Costa Rica",113750.0
429,Dark Forest,Bolivia,2016,75.0,U.S.A.,65.0,Blend,Bolivia,121875.0
430,Dark Forest,Madagascar,2015,70.0,U.S.A.,60.0,Trinitario,Madagascar,115500.00000000001
431,Dark Forest,Ocumare,2015,70.0,U.S.A.,65.0,Blend,Venezuela,113750.0
432,Dark Forest,Tanzania,2015,70.0,U.S.A.,60.0,Blend,Tanzania,105000.0
433,Dark Forest,Ecuador,2015,70.0,U.S.A.,65.0,Blend,Ecuador,113750.0
434,Davis,Ghana,2013,70.0,U.S.A.,50.0,Forastero,Ghana,87500.0
435,Davis,Rainforest,2013,70.0,U.S.A.,55.0,Blend,Dominican Republic,96250.0
436,Davis,Venezuela,2013,70.0,U.S.A.,55.0,Blend,Venezuela,96250.0
437,De Mendes,"Nativo, Varzea",2015,72.0,Brazil,70.0,Blend,Brazil,126000.0
438,De Villiers,Bundibugyo District,2016,70.0,South Africa,50.0,Forastero,Uganda,87500.0
439,De Villiers,"Sambirano Valley, batch 2477",2016,70.0,South Africa,60.0,Blend,Madagascar,105000.0
440,Dean and Deluca (Belcolade),Ecuador,2007,71.0,U.S.A.,60.0,Blend,Ecuador,106500.0
441,Desbarres,"Kilombero, batch 41",2016,72.0,Canada,50.0,Blend,Tanzania,90000.0
442,DeVries,Bolivian,2008,80.0,U.S.A.,55.0,Blend,Bolivia,110000.0
443,DeVries,Costa Rica,2007,77.0,U.S.A.,70.0,Trinitario,Costa Rica,148225.0
444,DeVries,Dominican Republic,2007,77.0,U.S.A.,70.0,Blend,Dominican Republic,134750.0
445,Dick Taylor,Lanquin Estate,2017,70.0,U.S.A.,75.0,Blend,Guatemala,131250.0
446,Dick Taylor,Tien Giang,2016,78.0,U.S.A.,70.0,Trinitario,Vietnam,150150.0
447,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",2015,70.0,U.S.A.,75.0,Blend,Bolivia,131250.0
448,Dick Taylor,Elvesia,2014,74.0,U.S.A.,70.0,Blend,Dominican Republic,129500.0
449,Dick Taylor,"Ecuador, Choc. Garage Exclusive",2013,70.0,U.S.A.,65.0,Blend,Ecuador,113750.0
450,Dick Taylor,Camino Verde,2013,76.0,U.S.A.,70.0,Blend,Ecuador,133000.0
451,Dick Taylor,Bolivia,2012,75.0,U.S.A.,55.0,Blend,Bolivia,103125.0
452,Dick Taylor,Belize,2012,72.0,U.S.A.,55.0,Trinitario,Belize,108900.00000000001
453,Dick Taylor,Sambirano,2011,80.0,U.S.A.,55.0,Trinitario,Madagascar,121000.00000000001
454,Dick Taylor,Sambirano,2011,72.0,U.S.A.,60.0,Trinitario,Madagascar,118800.00000000001
455,Dick Taylor,Mantuano,2011,75.0,U.S.A.,55.0,Criollo,Venezuela,103125.0
456,Dick Taylor,La Red,2011,74.0,U.S.A.,60.0,Blend,Dominican Republic,111000.0
457,Dick Taylor,Ecuador,2011,70.0,U.S.A.,65.0,Blend,Ecuador,113750.0
458,Doble & Bignall,Puerto Cabello,2015,85.0,U.K.,60.0,Blend,Venezuela,127500.0
459,Doble & Bignall,"Panama, Raven",2014,72.0,U.K.,65.0,Blend,Panama,117000.0
460,Doble & Bignall,"Puerto Cabello, Mantuano",2014,72.0,U.K.,65.0,Trinitario,Venezuela,128700.00000000001
461,Doble & Bignall,Johe,2014,72.0,U.K.,70.0,"Criollo, Trinitario",Nicaragua,138600.0
462,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,70.0,U.S.A.,75.0,Blend,Hawaii,131250.0
463,Dolfin (Belcolade),Africa,2008,88.0,Belgium,60.0,Forastero,West Africa,132000.0
464,Dolfin (Belcolade),Noir,2006,70.0,Belgium,30.0,Blend,Other,52500.0
465,Domori,Hacienda Victoria,2015,70.0,Italy,75.0,Blend,Ecuador,131250.0
466,Domori,Ocumare 77,2015,70.0,Italy,75.0,Criollo (Ocumare 77),Venezuela,131250.0
467,Domori,"IL100, H. San Jose",2013,100.0,Italy,60.0,Criollo,Venezuela,150000.0
468,Domori,Morogoro,2012,70.0,Italy,70.0,Blend,Tanzania,122500.0
469,Domori,Guasare,2012,70.0,Italy,75.0,Criollo,Venezuela,131250.0
470,Domori,"Canoabo, Hacienda San Jose",2011,70.0,Italy,70.0,Criollo,Venezuela,122500.0
471,Domori,"Chuao, Hacienda San Jose",2010,70.0,Italy,60.0,Trinitario,Venezuela,115500.00000000001
472,Domori,"Carupano, H. San Jose",2008,70.0,Italy,60.0,Trinitario,Venezuela,115500.00000000001
473,Domori,Teyuna,2008,70.0,Italy,60.0,Blend,Colombia,105000.0
474,Domori,Blend No. 1,2008,78.0,Italy,70.0,Blend,Other,136500.0
475,Domori,Ilblend,2008,70.0,Italy,75.0,Blend,Other,131250.0
476,Domori,Porcelana,2007,70.0,Italy,80.0,Criollo (Porcelana),Venezuela,140000.0
477,Domori,"Ocumare 61, Puertomar",2007,75.0,Italy,65.0,Criollo (Ocumare 61),Venezuela,121875.0
478,Domori,Madagascar,2007,70.0,Italy,70.0,Trinitario,Madagascar,134750.0
479,Domori,Madagared,2007,70.0,Italy,70.0,Criollo,Madagascar,122500.0
480,Domori,"Java, Javablond",2007,70.0,Italy,75.0,Criollo,Indonesia,131250.0
481,Domori,Ecuador,2007,70.0,Italy,80.0,Forastero (Arriba),Ecuador,140000.0
482,Domori,"Ocumare 67, Puertofino",2007,70.0,Italy,80.0,Criollo (Ocumare 67),Venezuela,140000.0
483,Domori,Sur del Lago Classificado,2006,70.0,Italy,60.0,Trinitario,Venezuela,115500.00000000001
484,Domori,Apurimac,2006,70.0,Italy,65.0,Trinitario,Peru,125125.00000000001
485,Domori,Carenero Superior,2006,70.0,Italy,70.0,Trinitario,Venezuela,134750.0
486,Dormouse,Non Pariel Estate,2016,75.0,U.K.,55.0,Trinitario,Grenada,113437.50000000001
487,Dormouse,"Rio Caribe, Batch 7",2015,70.0,U.K.,50.0,Trinitario,Venezuela,96250.00000000001
488,Dormouse,"Colombia, Batch 9",2015,80.0,U.K.,55.0,"Criollo, Trinitario",Colombia,121000.00000000001
489,Dormouse,"Madagascar, Batch 8",2015,77.0,U.K.,55.0,"Criollo, Trinitario",Madagascar,116462.50000000001
490,Duffy's,"Rio Dulce, Xoco",2015,70.0,U.K.,80.0,Criollo,Guatemala,140000.0
491,Duffy's,"Chuno, Xoco",2014,70.0,U.K.,70.0,Criollo,Nicaragua,122500.0
492,Duffy's,"Rico Rugoso, Xoco",2014,76.0,U.K.,75.0,Criollo,Nicaragua,142500.0
493,Duffy's,Ocumare,2012,72.0,U.K.,75.0,Blend,Venezuela,135000.0
494,Duffy's,"Indio Rojo, Xoco",2011,72.0,U.K.,75.0,Criollo,Honduras,135000.0
495,Duffy's,"Bocas del Toro, Tierra Oscura",2011,72.0,U.K.,60.0,Blend,Panama,108000.0
496,Duffy's,"Nicaliso, Xoco",2011,71.0,U.K.,65.0,Criollo,Nicaragua,115375.0
497,Duffy's,Ocumare,2011,71.0,U.K.,70.0,Blend,Venezuela,124250.0
498,Duffy's,Panama,2010,70.0,U.K.,70.0,Blend,Panama,122500.0
499,Duffy's,"Corazon del Ecuador, Calceta beans",2010,72.0,U.K.,75.0,Blend,Ecuador,135000.0
500,Duffy's,Star of Ecuador,2010,70.0,U.K.,50.0,Blend,Ecuador,87500.0
501,Duffy's,Star of Peru,2010,70.0,U.K.,75.0,Blend,Peru,131250.0
502,Dulcinea,Dominican Republic,2015,70.0,U.S.A.,65.0,Blend,Dominican Republic,113750.0
503,Durand,Madagascar,2012,82.0,France,55.0,Trinitario,Madagascar,124025.00000000001
504,Durci,"Maranon, Joya Rara",2015,70.0,U.S.A.,70.0,Forastero (Nacional),Peru,122500.0
505,Durci,"Rio Caribe, Tepui Treasure",2015,70.0,U.S.A.,70.0,Trinitario,Venezuela,134750.0
506,Durci,Taino Secret,2015,70.0,U.S.A.,65.0,Blend,Domincan Republic,113750.0
507,Durci,"Carenero, Empyrean Sabor",2015,70.0,U.S.A.,65.0,Trinitario,Venezuela,125125.00000000001
508,Durci,Corona Arriba,2015,70.0,U.S.A.,80.0,Blend,Ecuador,140000.0
509,East Van Roasters,Peru,2014,70.0,Canada,65.0,Blend,Peru,113750.0
510,East Van Roasters,Madagascar,2014,70.0,Canada,70.0,Trinitario,Madagascar,134750.0
511,East Van Roasters,Dominican Republic,2014,70.0,Canada,75.0,Blend,Dominican Republic,131250.0
512,Eau de Rose,Tumaco,2016,70.0,Canada,65.0,Blend,Colombia,113750.0
513,Eau de Rose,Arauca,2016,70.0,Canada,65.0,Blend,Colombia,113750.0
514,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2012,72.0,U.S.A.,55.0,Forastero (Nacional),Peru,99000.0
515,El Ceibo,"Alto Beni, Covendo Region",2011,75.0,Bolivia,75.0,Blend,Bolivia,140625.0
516,El Ceibo,Alto Beni,2008,71.0,Bolivia,55.0,Blend,Bolivia,97625.0
517,El Rey,San Joaquin,2015,70.0,Venezuela,75.0,Blend,Venezuela,131250.0
518,El Rey,"Rio Caribe, Macuro",2009,70.0,Venezuela,60.0,Trinitario,Venezuela,115500.00000000001
519,El Rey,"Carenero Superior, Apamate",2008,74.0,Venezuela,50.0,Criollo,Venezuela,92500.0
520,El Rey,"Carenero Superior, Gran Saman",2006,70.0,Venezuela,55.0,Criollo,Venezuela,96250.0
521,Emerald Estate,Emerald Estate,2013,70.0,St. Lucia,65.0,Blend,St. Lucia,113750.0
522,Emily's,Patanemo,2015,79.0,Japan,60.0,Blend,Venezuela,118500.0
523,Emily's,Peru,2015,78.0,Japan,70.0,Criollo,Peru,136500.0
524,ENNA,"Wampusirpi, batch 007",2016,75.0,U.S.A.,65.0,Blend,Honduras,121875.0
525,Enric Rovira (Claudio Corallo),Terreiro Velho P.,2010,80.0,Spain,65.0,Forastero,Sao Tome & Principe,130000.0
526,Erithaj (A. Morin),Ben Tre,2014,70.0,France,65.0,Trinitario,Vietnam,125125.00000000001
527,Erithaj (A. Morin),Ham Luong,2014,80.0,France,60.0,Trinitario,Vietnam,132000.0
528,Erithaj (A. Morin),Ba Lai,2014,74.0,France,65.0,Trinitario,Vietnam,132275.0
529,Escazu,Rio Caribe,2012,70.0,U.S.A.,55.0,Trinitario,Venezuela,105875.00000000001
530,Escazu,Carenero Superior,2009,81.0,U.S.A.,70.0,Criollo,Venezuela,141750.0
531,Escazu,"Carenero, Guapiles, Ocumare blend",2009,74.0,U.S.A.,55.0,Blend,"Cost Rica, Ven",101750.0
532,Escazu,Ocumare,2008,72.0,U.S.A.,60.0,Criollo,Venezuela,108000.0
533,Ethel's Artisan (Mars),Porcelana,2011,70.0,U.S.A.,50.0,Criollo (Porcelana),Venezuela,87500.0
534,Ethereal,Belize,2014,80.0,U.S.A.,60.0,Trinitario,Belize,132000.0
535,Ethereal,Ecuador,2014,80.0,U.S.A.,70.0,Blend,Ecuador,140000.0
536,Ethereal,Dominican Republic,2014,80.0,U.S.A.,75.0,Blend,Dominican Republic,150000.0
537,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",2010,75.0,U.S.A.,55.0,Blend,Brazil,103125.0
538,Feitoria Cacao,Blue Mountain,2016,76.0,Portugal,60.0,Blend,Jamaica,114000.0
539,Feitoria Cacao,Cuyagua,2016,76.0,Portugal,50.0,Blend,Venezuela,95000.0
